label,youtube_id,time_start,time_end,split
dealing cards,aWCEiAizEik,22,32,validate
waxing armpits,aWK61_k0eHs,248,258,validate
playing rounders,aWQ9Hx8FsKE,21,31,validate
waking up,aWQWwWRIETA,3,13,validate
milking goat,aWSAFTmalPs,4,14,validate
breaking glass,aWYez7DcF5s,28,38,validate
climbing a rope,aWZnC1--FVE,0,10,validate
shooting off fireworks,aWf8MA7wwoM,9,19,validate
surveying,aWgmRhOsGo4,33,43,validate
herding cattle,aWkx8YBPLII,6,16,validate
playing rounders,aX65pTejuXs,1,11,validate
arranging flowers,aX8WtBmGxBQ,24,34,validate
eating spaghetti,aXA4aY-mVT0,67,77,validate
grooming cat,aXC0E9VJiBU,24,34,validate
playing flute,aXFew09u5Ds,35,45,validate
rope pushdown,aXTKdnCIyWA,20,30,validate
pulling espresso shot,aXURkLM7qUA,0,10,validate
waking up,aXXDwrk77V4,5,15,validate
checking tires,aXYHpKl1qqA,32,42,validate
vacuuming floor,aXbwvSnfnnk,180,190,validate
picking blueberries,aXd4GFAQUJc,22,32,validate
peeling banana,aXdaK_63Lpk,25,35,validate
tying knot (not on a tie),aXfk_Ut2qgY,86,96,validate
changing oil,aXlh2Ss6XH8,56,66,validate
treating wood,aXlsKLtVVYE,42,52,validate
filling cake,aXoBrmNJiD8,947,957,validate
vacuuming floor,aXrfiThJpbM,40,50,validate
curling eyelashes,aXrodB5gxvg,221,231,validate
dyeing hair,aXvEcJBf-ns,3,13,validate
rolling eyes,aXzuROU6IQk,7,17,validate
triple jump,aY788zPhgb8,20,30,validate
playing cello,aYBYYIOZdTE,13,23,validate
sanding wood,aYF1RsnnC90,324,334,validate
surfing crowd,aYH_JHe1xCU,64,74,validate
vacuuming floor,aYLEGYt8QvI,8,18,validate
playing flute,aYUqWideVY4,51,61,validate
playing piccolo,aYUqWideVY4,66,76,validate
playing rounders,aYWLDFAlkFs,3,13,validate
opening bottle (not wine),aYi-Oa5p8Zc,0,10,validate
playing mahjong,aYkUigkIwBs,20,30,validate
squeezing orange,aYnD9HP4ez0,197,207,validate
jumping sofa,aYnTwzF8vtY,3,13,validate
kissing,aYrHJCc_DCM,1,11,validate
climbing a rope,aYrQQqukzYU,0,10,validate
picking apples,aYrebaKeTAU,20,30,validate
entering church,aYrhl1WgMMs,20,30,validate
stacking dice,aYwf0phbWB0,220,230,validate
jumping sofa,aZ-teKjMpVo,9,19,validate
playing road hockey,aZ2AKdlTTME,197,207,validate
embroidering,aZ2uz2ioUZY,157,167,validate
ice skating,aZDGMzfo7ss,5,15,validate
petting horse,aZFl1_85gw0,6,16,validate
looking in mirror,aZGmGSnG5W8,5,15,validate
carving marble,aZKOHWJA0zE,9,19,validate
closing door,aZKvqE0DU6s,73,83,validate
putting wallpaper on wall,aZRdbzNQsv4,70,80,validate
rolling eyes,aZUJRbRjoRs,0,10,validate
checking watch,aZZyhEVzcu8,74,84,validate
grooming cat,aZjaG090gO8,29,39,validate
tapping pen,aZkq-eZ6OuE,0,10,validate
swimming with dolphins,aZkxoP7Qy8A,1,11,validate
herding cattle,aZt4K4tdX-c,8,18,validate
herding cattle,aZvUng53U2I,2,12,validate
playing rounders,a_4n5afiY78,11,21,validate
salsa dancing,a_6lbkkmLkk,94,104,validate
stretching arm,a_G3DwUJCyM,87,97,validate
sieving,a_JmlsgbHX8,28,38,validate
drinking shots,a_LbJAGMpvM,249,259,validate
closing door,a_QO6S-8cDQ,18,28,validate
opening coconuts,a_RPCNFFCR4,79,89,validate
playing road hockey,a_SS940nsJU,636,646,validate
zumba,a_XYbrkx8To,38,48,validate
playing rounders,a_dkfUpaXSE,50,60,validate
entering church,a_kjpkSBC9Q,7,17,validate
decoupage,a_msiBAu0IQ,865,875,validate
doing sudoku,a_ng65cU_kQ,366,376,validate
making pizza,aa13zxhaRWs,1763,1773,validate
cutting nails,aa3CxBT4l1s,47,57,validate
playing flute,aa4D2sMriYE,62,72,validate
juggling balls,aa4gfIdjSeM,110,120,validate
carrying weight,aa5ju0QIboM,101,111,validate
sanding wood,aaA9Z8eh0jk,19,29,validate
tapping guitar,aaBbje-7-iQ,16,26,validate
surfing crowd,aaCNF96SRa8,27,37,validate
tai chi,aaF9IJhgp44,144,154,validate
letting go of balloon,aaFn3nh300E,52,62,validate
riding a bike,aaFsG15V5nY,1,11,validate
carving wood with a knife,aaG2gUSY_Yo,355,365,validate
doing sudoku,aaI5ZKiCWMI,32,42,validate
twiddling fingers,aaK4fPiaI10,0,10,validate
playing saxophone,aaP639Wo3-Q,202,212,validate
catching or throwing baseball,aaP94VK-Mzw,0,10,validate
waking up,aafT7nWdG6g,373,383,validate
jumping sofa,aafswNSuWlE,8,18,validate
plastering,aah8EoB2hEg,263,273,validate
driving tractor,aaonWJV2si0,67,77,validate
preparing salad,aauCCg60H9E,1716,1726,validate
playing trumpet,aauGAy6lLq8,4,14,validate
walking with crutches,aav5KZcG_e0,0,10,validate
situp,ab1ReJap0ow,0,10,validate
curling eyelashes,ab2igJ6BXEY,65,75,validate
weaving basket,ab3khhdlSpE,28,38,validate
situp,ab48kqiD6WY,0,10,validate
making pizza,ab4ZkrNsn0E,32,42,validate
high fiving,ab4nNqUhxB4,1,11,validate
looking in mirror,ab5UnfISRf4,53,63,validate
kicking soccer ball,ab8sSg5uvm0,37,47,validate
waking up,ab9CwFC9AD8,1,11,validate
pretending to be a statue,abBGekdoqYM,2,12,validate
stacking dice,abCTgkeG1Sc,6,16,validate
laying decking,abDMeC9yYUY,136,146,validate
carrying weight,abEA1Jq06UI,34,44,validate
waking up,abHV2cb5O0c,5,15,validate
jumping sofa,abRFP4D_Pfk,4,14,validate
pulling espresso shot,abT8l2NV9Bk,126,136,validate
peeling banana,abUNj_cQg_c,82,92,validate
embroidering,abUZP8QdPcg,19,29,validate
coughing,abXXk5Nd0p4,0,10,validate
pretending to be a statue,abXxTPiaUnI,75,85,validate
rope pushdown,abY-JTk62pE,27,37,validate
hurdling,abYkdD4Fgs0,0,10,validate
driving tractor,abcHMmf5Y54,70,80,validate
listening with headphones,abfnS6RhET0,70,80,validate
parasailing,abg1gwydY1w,71,81,validate
playing shuffleboard,abngSaITyGo,204,214,validate
picking blueberries,abpsH7QaXbQ,52,62,validate
snowkiting,abw0IEDfeC8,136,146,validate
ski ballet,aby7IPNiO8k,230,240,validate
making jewelry,ac16vRz2E70,211,221,validate
looking in mirror,ac2OYFToKzc,37,47,validate
kicking soccer ball,ac3bVcpH_G0,48,58,validate
stacking cups,ac9tOafMcvI,9,19,validate
spinning plates,acA_cl6JYc4,194,204,validate
ski ballet,acByyrAyLj0,20,30,validate
moving child,acFAd2CMKW0,14,24,validate
playing saxophone,acQd_It7h-s,13,23,validate
parasailing,acS9IEtefPM,3,13,validate
pulling espresso shot,acWZGZnfvIY,1,11,validate
waking up,aca6zG_4msI,0,10,validate
playing shuffleboard,aceXdE4DU4Y,29,39,validate
stacking cups,aciANf0JiA4,21,31,validate
brushing teeth,aciYGf3H1IA,17,27,validate
climbing a rope,ackB_upYFz4,0,10,validate
moving child,acl5MK7DDig,39,49,validate
playing bagpipes,acqiJ-MSlNY,63,73,validate
high jump,acrCxrwB1E0,51,61,validate
coughing,acuCnHuCg1Y,0,10,validate
playing squash or racquetball,ad0HuzsYXWw,6,16,validate
making latte art,ad1Rl5eWEsU,13,23,validate
shooting off fireworks,ad2AsAdTyH4,13,23,validate
putting wallpaper on wall,ad3rUme_9hw,92,102,validate
shot put,ad4-6Arl2Lc,8,18,validate
water skiing,ad5OIcG5KjQ,35,45,validate
making pizza,ad8icy1iYx4,22,32,validate
surfing crowd,adC804mtqTw,4,14,validate
coughing,adEjpl-2iDs,209,219,validate
water sliding,adHmzOBJzwQ,26,36,validate
water skiing,adL-vZzTRXE,1,11,validate
shaking head,adMJjWoDOpA,11,21,validate
lighting candle,adOHqYejDjw,34,44,validate
shoveling snow,adP3kfOPk1U,121,131,validate
entering church,adVm-bpeBPo,37,47,validate
hurdling,adX4yMlmD7Y,0,10,validate
walking with crutches,ad_g1RC_PkE,6,16,validate
rolling eyes,adfJhkGoJg0,0,10,validate
pretending to be a statue,adfxLyRpO8I,30,40,validate
using megaphone,adpaCB9NdKc,23,33,validate
playing rounders,adpvwwyXTPc,1,11,validate
spinning plates,adsHLQmSSo4,7,17,validate
changing oil,adskJP_tG4M,404,414,validate
waxing armpits,adtkxA_R2aw,9,19,validate
being excited,aduzJS-deN4,329,339,validate
cleaning toilet,adwQaj0Qx04,12,22,validate
playing shuffleboard,ae-aDWHvAGc,17,27,validate
putting wallpaper on wall,ae3OAvfrjXg,75,85,validate
playing shuffleboard,ae5o8fH8qcg,12,22,validate
shot put,aeA8cp64JY8,0,10,validate
herding cattle,aeBVGIERLwE,5,15,validate
coughing,aeBWhIexJyw,0,10,validate
eating nachos,aeDJ7M9ksUY,125,135,validate
shoveling snow,aeF-9snmK50,48,58,validate
embroidering,aeFlio9fLYU,186,196,validate
playing mahjong,aeGOsPN-OJQ,60,70,validate
eating nachos,aeMFQQ9qJZg,255,265,validate
pouring wine,aeMSShIvcf8,15,25,validate
saluting,aeMribG9Sg0,25,35,validate
cleaning toilet,aeN4awVF8xo,39,49,validate
climbing a rope,aePXW-x-kZY,13,23,validate
kicking soccer ball,aeRql5xTXuI,14,24,validate
playing billiards,aeVQYY7MDOo,2,12,validate
playing bagpipes,aeVyx2idRTc,0,10,validate
coughing,aeWiKB1oEKo,1,11,validate
smoking hookah,aeZalxPGM6o,1,11,validate
laying decking,aeZw7SFJDuY,81,91,validate
using megaphone,ae_qLuMEYA8,49,59,validate
playing rounders,aeak0g0CEig,5,15,validate
using megaphone,aebunKV_5js,46,56,validate
grooming cat,aetHJk2bFbM,135,145,validate
letting go of balloon,aewj-n0IjUY,14,24,validate
water skiing,aeyQSVoaX30,18,28,validate
metal detecting,aeyjQzA8Oow,16,26,validate
making latte art,af0T1bkeciE,6,16,validate
curling eyelashes,af8y1QEduMU,2,12,validate
helmet diving,afLC8NivLEE,378,388,validate
faceplanting,afQgfB-0FhI,15,25,validate
home roasting coffee,afV52EXbsG8,59,69,validate
playing trumpet,afXePqY6us8,1,11,validate
playing clarinet,afbYutBsSxw,221,231,validate
stacking cups,affOIeAmV3M,13,23,validate
surveying,afg7EIZ6pmo,0,10,validate
opening coconuts,afgjT_ENs7A,4,14,validate
riding mule,afmuV-Aiv2M,41,51,validate
shooting basketball,afr8EgzVvmQ,210,220,validate
embroidering,afskTgBnj8M,74,84,validate
playing trombone,afuByqCmJlc,1,11,validate
hopscotch,afwWeGvNIQ4,33,43,validate
filling cake,ag1_ep268nI,646,656,validate
swimming with dolphins,ag818dyJ3Lw,21,31,validate
water skiing,ag8bcWmu0Ys,33,43,validate
sieving,agAIvkXj86c,50,60,validate
metal detecting,agB2PYx3jgM,137,147,validate
using megaphone,agGLVtT9e5k,34,44,validate
reading book,agImn0HcHpM,68,78,validate
preparing salad,agTe4Aw7vHE,87,97,validate
ski ballet,agXVhj7k0bY,107,117,validate
vacuuming floor,agZlfxyBCMI,8,18,validate
kissing,agdAi2FxTpg,7,17,validate
blowing nose,agdSEcw79Cg,0,10,validate
cleaning pool,agiDIclvpx4,26,36,validate
bouncing ball (not juggling),agkXdY4285o,3,13,validate
driving tractor,agpGOZgLeYA,12,22,validate
push up,agsG7CFDxe4,0,10,validate
entering church,agus3L51LGc,10,20,validate
sailing,ah0Xf83gMQQ,8,18,validate
tying knot (not on a tie),ah46d_MYVhU,117,127,validate
battle rope training,ah9jwZj7pJA,42,52,validate
playing piccolo,ahB5vwcTcSo,38,48,validate
vacuuming floor,ahDbrl2OOBY,53,63,validate
arresting,ahJ7-PFuWmc,51,61,validate
battle rope training,ahQRvms35mc,0,10,validate
vacuuming car,ahSPO1d6g6w,68,78,validate
picking blueberries,ahVmr51SZQk,13,23,validate
sieving,ahVtv7iclGY,144,154,validate
putting wallpaper on wall,ahXOrZpaUYk,213,223,validate
hopscotch,ah_Mcf9w0-k,0,10,validate
flipping pancake,ahcAm2nDxtc,0,10,validate
snowboarding,ahiOD57y4lc,11,21,validate
metal detecting,ahjaiEraiX0,36,46,validate
checking watch,ahkT3GVEs60,65,75,validate
steer roping,ahn2ZIUSa2Y,6,16,validate
jumping sofa,ahnc4FuWYks,33,43,validate
jumping sofa,ahpvTwFFp6c,0,10,validate
shooting off fireworks,ahzx7hQN82s,26,36,validate
checking watch,ai1HuKIWE14,185,195,validate
battle rope training,ai1R3G7ziLw,22,32,validate
using megaphone,ai1Viy2oePo,4,14,validate
shoot dance,ai5OtzVRQaM,0,10,validate
shooting basketball,ai91kE3Vzhc,0,10,validate
playing rounders,aiBW3fhkH5o,3,13,validate
letting go of balloon,aiE1TuTny5c,11,21,validate
pull ups,aiJcIGNepAM,17,27,validate
surfing crowd,aiK2bo2SuSI,44,54,validate
playing controller,aiK66IKppBE,0,10,validate
laying decking,aiTr_qZzBWc,20,30,validate
hurdling,aiVcfe0i97k,3,13,validate
waking up,ai_NPOVdSv0,37,47,validate
dealing cards,aianH7p4SQc,3,13,validate
poaching eggs,aifGfFz503M,121,131,validate
arresting,aiisQPjRKiw,146,156,validate
braiding hair,aijQWfkuJpk,205,215,validate
tapping pen,aiqG1l4C12o,46,56,validate
catching or throwing baseball,airLt4cWAmE,65,75,validate
sieving,aiuIq57XAWg,5,15,validate
playing accordion,aiyiPuHQxLo,0,10,validate
taking photo,aizP9Mw67EY,23,33,validate
pretending to be a statue,aiznfKyZldA,18,28,validate
playing rounders,aj0Q4Trsn_8,38,48,validate
frying vegetables,aj0YuCpyGho,170,180,validate
petting horse,aj11TeBvNcQ,37,47,validate
tango dancing,aj1d90iJH1I,155,165,validate
making latte art,aj1xinzjdIA,54,64,validate
catching or throwing baseball,aj41UILQrGA,4,14,validate
playing nose flute,aj7oKaPHRwc,23,33,validate
tapping pen,aj7ssK7sgSw,87,97,validate
letting go of balloon,ajGFpVDe8Rc,33,43,validate
milking goat,ajJvi6MsDzY,11,21,validate
playing mahjong,ajUU5Ysi7pU,33,43,validate
putting wallpaper on wall,ajX_uYAchD0,34,44,validate
playing ukulele,ajZWNAyx-F8,9,19,validate
blowing leaves,aj_6iqXOh_w,160,170,validate
taking photo,ajb1Ygh-YWU,140,150,validate
polishing furniture,ajdNKY_Ub-0,244,254,validate
using megaphone,ajeDJaPnnbs,137,147,validate
snowboarding,ajhr0Zmzq1s,17,27,validate
making latte art,ajiLchxm5a0,67,77,validate
petting horse,ajjd23SBHnA,37,47,validate
filling cake,ajkbk7GzuKs,217,227,validate
waxing armpits,ajra4YTUQKY,21,31,validate
cutting cake,ajs8SxwZdeI,36,46,validate
walking with crutches,ak1Ux6XFWt4,15,25,validate
carving wood with a knife,ak7eQWfpdYc,72,82,validate
water sliding,akDBPZCYKcM,16,26,validate
pillow fight,akEW4S1sDfs,72,82,validate
bouncing ball (not juggling),akFTJ5L7fDw,13,23,validate
petting horse,akJ49eNPGCI,27,37,validate
shooting off fireworks,akYf5BjFvsA,128,138,validate
bee keeping,akdBiLU31O4,51,61,validate
grooming cat,akftEg3nMYc,29,39,validate
snorkeling,akg29aAocWE,10,20,validate
taking photo,akgel4-_RE0,0,10,validate
playing mahjong,akhfLZHBXoM,168,178,validate
metal detecting,akljkYoXDqY,152,162,validate
breakdancing,akmYzbGChro,60,70,validate
lighting candle,akuJGbSLq3U,0,10,validate
spinning plates,akxbV5Fjgrw,5,15,validate
carrying weight,al0suuWfeb8,28,38,validate
preparing salad,al2YHImxPDg,5,15,validate
coughing,al5SvxT5UQY,7,17,validate
swimming with dolphins,al9W9gbHYjM,235,245,validate
uncorking champagne,alAKBsYnw3w,3,13,validate
pouring wine,alBX6eqRBDQ,33,43,validate
embroidering,alCYEHmDQ9c,853,863,validate
shoot dance,alPKiazSGx8,0,10,validate
playing nose flute,alPyyyIXLMQ,0,10,validate
yoga,alV5PMq-mL8,11,21,validate
playing accordion,alWfkiWU9EE,121,131,validate
ski ballet,alXrakLuJVE,16,26,validate
treating wood,alYs27l9Yj4,40,50,validate
peeling banana,alYsr1CnhI8,0,10,validate
coughing,alcbLCIrT-s,208,218,validate
curling eyelashes,aleFGYuGfXI,81,91,validate
pull ups,aleOhE3pmCk,0,10,validate
snorkeling,alfClcCdVwI,834,844,validate
delivering mail,aljxszzEhy4,0,10,validate
putting wallpaper on wall,allLsqHSw94,63,73,validate
making latte art,almUv6GINhA,8,18,validate
making latte art,altYSprtrfI,18,28,validate
saluting,aluprcp6RXQ,18,28,validate
plastering,alxV-vlsZ5Y,35,45,validate
metal detecting,am6hTMy3Vmk,188,198,validate
swimming with sharks,amEraKuLnps,101,111,validate
playing mahjong,amGPGvLG5UI,85,95,validate
hopscotch,amPNS9PoTdw,8,18,validate
cooking on campfire,amPQKZ28Fa4,166,176,validate
playing trombone,amPzBP_kwr0,16,26,validate
putting in contact lenses,amQO7nfWEQs,32,42,validate
pulling espresso shot,amU8i4OjVIg,3,13,validate
sanding wood,amX_5Y1OPSo,0,10,validate
trimming trees,amcRvLDOK9s,42,52,validate
playing netball,amnl1UeP0Ig,73,83,validate
swimming with sharks,amtXyHR3-LE,29,39,validate
breaking glass,amuPoPkAlx8,5,15,validate
high fiving,amw3WS0WF1w,6,16,validate
waxing armpits,amwNpw6ci2g,2,12,validate
playing slot machine,amxhhrqx9PQ,37,47,validate
catching fish,an40wED3zzU,27,37,validate
carrying weight,anAOAFVBA9M,79,89,validate
filling cake,anJnw_L_Pu4,68,78,validate
training dog,anK3qRRL6go,5,15,validate
triple jump,anRMFSFWP84,1,11,validate
waxing armpits,anYr1vCi708,0,10,validate
home roasting coffee,anc1X3bIFpk,85,95,validate
carving wood with a knife,ank0YJxVuG8,284,294,validate
cheerleading,annD9IcRjmA,203,213,validate
playing rounders,ann_dBSADiY,11,21,validate
playing nose flute,anrEidunJFs,7,17,validate
spraying,ansljZEOSxQ,91,101,validate
faceplanting,antcllTki7o,0,10,validate
playing harp,anuMPS_FhAU,17,27,validate
bee keeping,anxxhHOx2Dw,115,125,validate
peeling banana,ao-da_hdrlQ,9,19,validate
using megaphone,ao0X4qjYulU,2,12,validate
jumping sofa,ao33Z7XifQU,0,10,validate
swimming with dolphins,ao3C4X_jkwU,11,21,validate
vacuuming floor,aoOEdk6fW5I,31,41,validate
opening bottle (not wine),aoQKczhPf8I,4,14,validate
waxing armpits,aoULvImopmQ,3,13,validate
playing shuffleboard,aoWHUvuNT3k,15,25,validate
shoveling snow,aoZW2TucI3g,25,35,validate
breaking glass,aooQfwrRkhk,0,10,validate
bouncing ball (not juggling),aopz0hneu98,22,32,validate
playing road hockey,aovAAjOKf00,56,66,validate
playing road hockey,aow_uBayTtU,4,14,validate
laying decking,ap3QzFmm_9w,4,14,validate
playing nose flute,apAjwjt5i0k,3,13,validate
doing sudoku,apRM0no3LpE,29,39,validate
swimming with sharks,apXtqGYII4o,5,15,validate
water sliding,apYsYBdNrmM,6,16,validate
checking watch,apclvKBY_ys,190,200,validate
swimming with dolphins,apd6OTmcUHA,0,10,validate
bouncing ball (not juggling),apemD6A5Vzc,9,19,validate
using megaphone,aphcMOe7k70,46,56,validate
uncorking champagne,apjHJVhokjQ,2,12,validate
playing cymbals,apktTEnMnCc,23,33,validate
cooking egg,apuhZnhc-Ss,13,23,validate
sanding wood,apva6QvGZow,0,10,validate
surveying,apyj0xbremk,0,10,validate
swimming with sharks,aq1qplZpKNE,118,128,validate
high jump,aqE_F37yGQU,12,22,validate
kicking soccer ball,aqQun1hjOEs,0,10,validate
pouring milk,aqRA-ac9OGQ,0,10,validate
carrying weight,aqRJgtfPWB0,0,10,validate
squeezing orange,aqT06i93uBE,58,68,validate
surfing crowd,aqTwgST1pas,19,29,validate
metal detecting,aqULOq7sWeY,13,23,validate
picking blueberries,aqVHpC_sb7s,27,37,validate
petting horse,aqW3MZiXrtM,260,270,validate
petting horse,aqYeSjByeDw,19,29,validate
carrying weight,aq_qhpyYT40,91,101,validate
stacking dice,aqcKtIIubss,11,21,validate
playing recorder,aqedKfm4jaI,46,56,validate
using megaphone,aqj5MspZFuM,28,38,validate
bending back,aqmOT1PkyBk,22,32,validate
playing shuffleboard,aqmsYZmyJq0,5,15,validate
unloading truck,ar0gdv6Wtuk,9,19,validate
saluting,ar3pURpYsBI,112,122,validate
salsa dancing,ar7AHg1Th4M,1,11,validate
herding cattle,arAeBOW7Dk4,248,258,validate
singing,arBpk6QCVFs,64,74,validate
singing,arBxlCWLukM,176,186,validate
waxing armpits,arC895eyajA,63,73,validate
grooming cat,arJkGiqIrjw,45,55,validate
saluting,arLo3H9tjuM,8,18,validate
playing tennis,arMXXJfrhcc,24,34,validate
curling eyelashes,arO1rcMQvSU,98,108,validate
playing cymbals,arQPe4db-uI,115,125,validate
plastering,arVKlLh4DeQ,25,35,validate
laying decking,ardpUt3Nn-M,13,23,validate
pouring milk,arf2tRetjrk,7,17,validate
entering church,arglvvd0vyY,27,37,validate
playing nose flute,aruBnI2qdsY,28,38,validate
shoveling snow,aruKovxBivI,28,38,validate
seasoning food,aruYJ17I30I,443,453,validate
frying vegetables,arz40cQWCH8,483,493,validate
cutting cake,arz7uMUgNLw,19,29,validate
dealing cards,arzd8HX0puA,66,76,validate
breaking glass,as-P1xIVOzs,5,15,validate
catching or throwing baseball,as3O4mdg5Ik,0,10,validate
metal detecting,asCcNu5vWQY,135,145,validate
high fiving,asCyI1vuOYA,2,12,validate
decoupage,asKNhppBQcs,99,109,validate
eating nachos,asM8KuohoDQ,20,30,validate
metal detecting,asPwtv8LodA,497,507,validate
mixing colours,asRf83I-9CY,263,273,validate
playing trombone,asXI58Vnn48,36,46,validate
laying decking,asblVxU-v2U,153,163,validate
uncorking champagne,asdMDoKKrJk,12,22,validate
milking goat,askSDK9ery4,52,62,validate
opening bottle (not wine),aslM6puvQf4,72,82,validate
listening with headphones,aslZjORDOHo,51,61,validate
spinning plates,asmqsT802SA,0,10,validate
rope pushdown,asoaMCuZtA0,9,19,validate
metal detecting,asxWCYE5xxc,39,49,validate
catching or throwing baseball,asyhp18HIRk,3,13,validate
tapping pen,asz-t20LIfI,68,78,validate
spinning plates,at3W5vR1ieA,51,61,validate
bouncing ball (not juggling),atPTn2M2Y7A,11,21,validate
milking goat,atRw4ZTKa80,48,58,validate
blowing out candles,atUsyOxxU8U,119,129,validate
playing piccolo,atWbRCKnVIQ,132,142,validate
playing flute,atWbRCKnVIQ,54,64,validate
picking apples,atX6GhRIcjE,25,35,validate
opening bottle (not wine),at_mt2CtrH8,17,27,validate
twiddling fingers,ath-k6Iyhag,3,13,validate
surveying,atiKPWaSpq0,27,37,validate
shooting off fireworks,atjNhox5oUw,15,25,validate
stretching arm,atq0vKMWiYE,62,72,validate
parasailing,atqXxcmMM0c,58,68,validate
jumping sofa,atyXvFNGDJk,23,33,validate
shooting off fireworks,atzjgFCjumc,47,57,validate
battle rope training,au2KKa6Mfls,43,53,validate
juggling balls,au2o0-StOBI,10,20,validate
salsa dancing,auAcbpwDCCg,144,154,validate
playing road hockey,auEkIdOEUxk,92,102,validate
playing piccolo,auL6FpwxXnU,103,113,validate
jumping sofa,auNJWVvObF8,51,61,validate
curling eyelashes,auTtmIfUD1Y,26,36,validate
picking blueberries,auVtpcu-y-w,73,83,validate
playing slot machine,aucjFtM5M8s,68,78,validate
playing mahjong,aujLA1BRaas,186,196,validate
historical reenactment,aujLh5b4dc4,176,186,validate
water skiing,auoB1pnKfws,59,69,validate
filling cake,auoUnmkVrfI,0,10,validate
cutting cake,auyhtpJYFG4,16,26,validate
jumping sofa,av-AbXAUnjQ,39,49,validate
checking tires,av0B_C3YZU0,14,24,validate
water sliding,av3imcJ_A_4,9,19,validate
stretching leg,av4ngjh_5jg,56,66,validate
plastering,av5301fvkOw,9,19,validate
bouncing ball (not juggling),av9Dt2iQjV0,0,10,validate
petting horse,avNyf41quCI,15,25,validate
playing piccolo,avU0nR-NKQQ,26,36,validate
pulling espresso shot,avcz5EYBMbM,46,56,validate
shoveling snow,avdCpuqbf5Q,2,12,validate
playing cricket,avjhedl3CrI,4,14,validate
petting horse,avm-OAfoexw,16,26,validate
carving wood with a knife,avsNSjcLjFc,111,121,validate
pouring milk,avy0iMJCqjM,9,19,validate
plastering,aw4IhmQs1i8,246,256,validate
petting horse,awTScMNuu-I,66,76,validate
triple jump,awVbduXZYe4,0,10,validate
peeling banana,awgvBMx9ijw,0,10,validate
spinning plates,awiTTsMd7jE,7,17,validate
rolling eyes,awlRe0X2bbM,12,22,validate
spraying,awwBuqRLUgM,14,24,validate
carrying weight,ax-5-XS6zzU,157,167,validate
picking blueberries,ax1na54WnFs,0,10,validate
curling eyelashes,ax5XPvLKAhI,0,10,validate
making pizza,axAYdVWv5Eg,82,92,validate
building shed,axCCgmMth6w,1,11,validate
shaking head,axCUH3WaD8A,1,11,validate
squeezing orange,axHsdAqPMDs,39,49,validate
playing slot machine,axMLW9YGRxU,90,100,validate
putting wallpaper on wall,axOGMmu8gGE,5,15,validate
riding a bike,axPsijJ_v2s,16,26,validate
decoupage,axQMT31cmsg,876,886,validate
making snowman,axR5S8BT7Dg,606,616,validate
scrambling eggs,axSdPseoUlQ,73,83,validate
driving tractor,axShie3_xqc,20,30,validate
entering church,axaaXM_YfXU,3,13,validate
rope pushdown,axd4Mu8mmrc,15,25,validate
laying decking,axfU4SOPoUU,43,53,validate
playing flute,axjukxuvpZc,255,265,validate
separating eggs,axruK19fAuE,35,45,validate
picking apples,axs1yXNpEAE,11,21,validate
carving marble,axsM0JjZmQc,175,185,validate
pouring wine,ay4wcn1JMm0,6,16,validate
taking photo,ay8gQjaPGRA,474,484,validate
making pizza,ayCSIKdMplc,482,492,validate
jumping sofa,ayDG4AGybug,8,18,validate
listening with headphones,ayFBwEpS7F8,23,33,validate
driving tractor,ayI21zIFu5s,23,33,validate
decoupage,ayJ6499utNQ,527,537,validate
climbing a rope,ayNANWHRMrQ,5,15,validate
cutting cake,ayNyqIFjST8,0,10,validate
letting go of balloon,ayXR9IymTws,34,44,validate
saluting,ayeU6XebjTg,30,40,validate
petting horse,ayjntgaK7fU,21,31,validate
dyeing hair,aykDpTV_psg,604,614,validate
waxing armpits,aypwVBjnHKQ,2,12,validate
historical reenactment,ayrtLXlP7T8,183,193,validate
pouring wine,aytFAqqtkaY,19,29,validate
pillow fight,az1qeHUkfWU,45,55,validate
making pizza,az75MzEpt5s,0,10,validate
plastering,az9xiAMSxTY,16,26,validate
rope pushdown,azKUZr2bRoE,43,53,validate
cooking sausages (not on barbeque),azL74bN30V0,80,90,validate
dyeing hair,azLIuA0dpJY,433,443,validate
building cabinet,azQRNVOKoJI,110,120,validate
playing nose flute,azhLH8g88Os,27,37,validate
kissing,azhbiZqOItY,185,195,validate
picking apples,azhhKqUpVmU,53,63,validate
closing door,azlro1EpesI,98,108,validate
letting go of balloon,azmf0_nXmjs,19,29,validate
swimming with dolphins,aznEq7FtWJc,222,232,validate
breaking glass,aznitk1WChY,9,19,validate
picking blueberries,azr70qU-7Oo,0,10,validate
tying knot (not on a tie),b-2Zz89TxD8,78,88,validate
battle rope training,b-66wa2US9E,1,11,validate
shooting basketball,b-6V57_vh4s,48,58,validate
carrying weight,b-8LS_7HTHk,25,35,validate
smoking hookah,b-8PD_KQrWc,4,14,validate
ski ballet,b-AJaxdjSGw,37,47,validate
eating carrots,b-T96uk35AE,88,98,validate
pouring wine,b-YQSNF0GuQ,16,26,validate
pouring wine,b-a-FVkV7QA,114,124,validate
decoupage,b-bEwI19hTw,138,148,validate
playing cricket,b-eJfrd_pFk,16,26,validate
grooming cat,b-n6dsrRIaA,163,173,validate
shooting basketball,b-sWcfA2b5w,42,52,validate
grooming cat,b-vGxZwj1Ac,66,76,validate
