label,youtube_id,time_start,time_end,split
crying,Oi525XggS8s,8,18,validate
bulldozing,OiFFk98uWPI,14,24,validate
lifting hat,OiGB3aVILrM,14,24,validate
pushing cart,OiMbDsva_Ss,62,72,validate
cleaning windows,OiN3AgBVB80,3,13,validate
jumpstyle dancing,OiTxkSlbkQ4,29,39,validate
opening refrigerator,OiZRbypk_7M,24,34,validate
using circular saw,OicqhRFkAnw,0,10,validate
hurdling,OihnuE1NVz4,0,10,validate
making horseshoes,OiiWMDduAyc,11,21,validate
using atm,Oikca_HZGms,16,26,validate
sailing,OitiEH3XPUs,71,81,validate
longboarding,Oix89aLaorE,5,15,validate
bobsledding,Oj1AyUagCKU,10,20,validate
walking through snow,Oj1MP723--8,0,10,validate
diving cliff,Oj39vsTdsy4,4,14,validate
pumping fist,OjowI-z7-oo,6,16,validate
rock scissors paper,Ojt7GFISADw,26,36,validate
stretching arm,OkQ06McFMes,3,13,validate
bouncing on bouncy castle,OkXD9kk-A_Y,4,14,validate
using atm,OkYQ2SPFb6E,3,13,validate
opening wine bottle,Okh_ChYHLUI,15,25,validate
cleaning windows,OkjgIFol_qQ,61,71,validate
brushing teeth,OkkhsSA7SS0,47,57,validate
testifying,Oks-7bEYZ5s,129,139,validate
capsizing,Ol63aTSeRgI,159,169,validate
using a wrench,Ol7YCv9zZvk,183,193,validate
scrambling eggs,OlBr8yRg_hM,420,430,validate
shot put,OlEA0RbRI68,1,11,validate
dining,OlF1BLKsC3E,59,69,validate
historical reenactment,Om223QQ99zM,280,290,validate
high jump,Om4GahZVzZc,339,349,validate
square dancing,Om7ddAIKdpQ,108,118,validate
playing basketball,OmAPoNKjF-A,59,69,validate
unboxing,OmB8gnvb5lY,10,20,validate
skipping rope,OmoC3X888rg,1,11,validate
doing aerobics,OmxOBppBWbA,139,149,validate
waxing back,On4AlKDB6Aw,42,52,validate
frying vegetables,OnIqmqa9mqc,1907,1917,validate
chopping wood,OnU1Hr__jlY,2,12,validate
making snowman,OnbATaERfLM,31,41,validate
sticking tongue out,OnecTnu5bE8,12,22,validate
playing paintball,OnfA99Xe63k,181,191,validate
tango dancing,OnfHOCqvk3E,133,143,validate
knitting,OnfgY84e8DE,111,121,validate
tagging graffiti,OntbjtEl-Eo,0,10,validate
rock climbing,Oo1EuRz_9Ws,3,13,validate
making balloon shapes,OoEXx6d_65E,38,48,validate
riding scooter,OoXAmji1j2o,63,73,validate
laying bricks,OopGmHDZI2M,90,100,validate
walking through snow,Op6kn85Z6eI,11,21,validate
pull ups,Op7xA3a3cyg,196,206,validate
playing trombone,OpCa2I67eh4,108,118,validate
poking bellybutton,OpDii8AnOcQ,4,14,validate
calligraphy,OpQcx2pYGCM,140,150,validate
blasting sand,OpY84LvPreQ,0,10,validate
getting a piercing,OpqobF74cec,128,138,validate
high kick,OpykVaB7chc,14,24,validate
carving pumpkin,OpzftHaatzI,246,256,validate
kicking soccer ball,Oq1qv_YiOyM,2,12,validate
doing laundry,OqEgRmrYSk8,9,19,validate
brushing teeth,Oqj1JUUGiA4,23,33,validate
reading book,OqjhhyUmhy8,4,14,validate
reading book,OqjsXki0Br0,91,101,validate
cartwheeling,Or4_mw50Cv8,4,14,validate
mountain climber (exercise),Or4fb1buIvk,10,20,validate
dyeing eyebrows,OrlKDcSjAq4,0,10,validate
base jumping,OrtnlwoG39c,14,24,validate
playing tennis,Os-vJnfpeeQ,245,255,validate
playing harmonica,OsiItwOpP0E,33,43,validate
testifying,Oss2WgiuIco,90,100,validate
riding unicycle,Ot0Zbxn3qv8,11,21,validate
playing guitar,Ot3j0CHnWtU,9,19,validate
dodgeball,Ot8QUFw521s,72,82,validate
cleaning gutters,OtT4-Px6KFc,24,34,validate
making a sandwich,OtbCWDnTOuM,43,53,validate
squat,OthVTt3jiqw,6,16,validate
playing trombone,OtrZ_1jzs1g,135,145,validate
burping,OtswPfrPTQ0,44,54,validate
rock climbing,OtyiGXrVnZc,157,167,validate
eating carrots,Ou1w86qEr58,32,42,validate
gospel singing in church,Ouj4U-ZgAt8,100,110,validate
jumping into pool,OukJMZaXALA,37,47,validate
mopping floor,Ov-3VMFAzWM,9,19,validate
changing gear in car,OvjVFqb-K9c,8,18,validate
making snowman,OvpzRbo40IM,47,57,validate
carving ice,OwDVgOez2DA,55,65,validate
pushing car,OwnRFAJycD0,9,19,validate
adjusting glasses,Ox2S_AfUBaA,21,31,validate
clam digging,OxiWoQOzZaM,376,386,validate
playing flute,OxmRIHS8rRM,32,42,validate
cutting pineapple,Oy25P54apWg,24,34,validate
falling off chair,OyDYH_o3tqw,0,10,validate
riding a bike,OyO-B-omyS0,38,48,validate
putting on sari,OytpIKKhLz4,90,100,validate
snowkiting,Oyx3tZgabIA,69,79,validate
installing carpet,Oz7te7trR2Y,51,61,validate
attending conference,Oz8xoP_6kRA,12,22,validate
water skiing,OzLBFd5xw-w,95,105,validate
pushing cart,OzMhKch4Npo,28,38,validate
driving tractor,OzQX_oweIYY,1,11,validate
playing lute,OzWrxKfuHTE,0,10,validate
wood burning (art),OzZgCX9aRqo,376,386,validate
playing trumpet,P-5VSRA7OLY,10,20,validate
throwing water balloon,P-Nc3wSb-8Y,110,120,validate
shining flashlight,P-eB9WXOESA,1,11,validate
chewing gum,P-myS_iG8f0,94,104,validate
laying stone,P-xhEctpjRY,344,354,validate
brushing hair,P0WjNfuUY1c,14,24,validate
laying tiles,P0XPd0qdR74,56,66,validate
pillow fight,P0coxgcUXQ4,164,174,validate
shuffling cards,P0hQUySz4WU,54,64,validate
shooting basketball,P0khQxBYXFE,40,50,validate
cosplaying,P0kz4Il8bTA,20,30,validate
playing field hockey,P0vcvuEBP_I,203,213,validate
crawling baby,P14z0ZcKpFA,3,13,validate
base jumping,P1Q-D0gw734,56,66,validate
sipping cup,P1bExwdr7GY,16,26,validate
cleaning toilet,P1gj2foPPRM,15,25,validate
curling (sport),P1glCzYM8Nw,13,23,validate
tying knot (not on a tie),P1mLvaOUj_0,28,38,validate
threading needle,P1uUmrZ8q-M,136,146,validate
holding snake,P1x6BpawGiU,1,11,validate
opening bottle (not wine),P1xxxyFH9gE,7,17,validate
playing violin,P24qs_4ZX0c,0,10,validate
breaking boards,P2Ue5meOzGg,9,19,validate
throwing knife,P2Vpp9BkdiM,35,45,validate
riding snow blower,P2abrZ-cbqk,0,10,validate
eating cake,P2dsJfuhXVE,16,26,validate
beatboxing,P2fMZLoM6rs,61,71,validate
feeding birds,P2y3nBtJX38,133,143,validate
skydiving,P32-rojBiLY,70,80,validate
sled dog racing,P3IQwWZaXfw,39,49,validate
playing darts,P3NldClCuuM,38,48,validate
massaging back,P3_a-6f-EmI,66,76,validate
playing pinball,P3eIzo72jnY,74,84,validate
pushing wheelchair,P3sDlK4h6P4,69,79,validate
square dancing,P43rVU1uQNk,200,210,validate
brush painting,P47Xqs7aECY,34,44,validate
rolling pastry,P4FjfBi6-KM,91,101,validate
somersaulting,P4LS1ilfloQ,0,10,validate
dancing gangnam style,P4T1AxjMHrI,31,41,validate
making sushi,P4kHwPv3jek,36,46,validate
fly tying,P4rilByk4hU,350,360,validate
playing saxophone,P4w8Ef14Mis,17,27,validate
using bagging machine,P4z7tvssIQY,14,24,validate
marriage proposal,P56JeqFjx08,128,138,validate
high jump,P5hUTVFA5ys,0,10,validate
robot dancing,P5h_9JcG5iA,53,63,validate
canoeing or kayaking,P5mVA36sLAw,69,79,validate
driving tractor,P5pfLz7q2uA,69,79,validate
waxing back,P5qR6CoGbk8,35,45,validate
skiing mono,P5s2v5dBTP8,40,50,validate
playing monopoly,P6-KTmtmyYc,20,30,validate
shaking head,P6RFkWclHfY,8,18,validate
hitting baseball,P6RzE2sCfDg,68,78,validate
fidgeting,P6YtRYuoGCE,0,10,validate
playing rubiks cube,P6k45pVCiVw,289,299,validate
waving hand,P6n5c7iaYGY,0,10,validate
blowing leaves,P6wBC1-WkBA,108,118,validate
playing ukulele,P720r-rOP8I,148,158,validate
singing,P73byNa05ew,2,12,validate
playing with trains,P7A2Q1CHw44,157,167,validate
cumbia,P7CgvqGhidw,73,83,validate
smoking hookah,P7KLUEWUdEg,0,10,validate
planting trees,P7NDSrismDU,87,97,validate
polishing metal,P7TDOO5paL8,137,147,validate
playing tennis,P7dXc72kXqw,1,11,validate
dunking basketball,P7eDtG0UJn8,112,122,validate
cooking on campfire,P7lcKq8C1OU,18,28,validate
playing monopoly,P7tN-tU0knw,0,10,validate
playing ice hockey,P80cmUoGfZ0,125,135,validate
playing squash or racquetball,P871lYp9Vcg,138,148,validate
somersaulting,P8VMtVfwLJY,3,13,validate
playing cymbals,P8Z3E5-GbDM,34,44,validate
playing laser tag,P8diqwzHitA,39,49,validate
riding camel,P95hAmc8RAk,46,56,validate
massaging person's head,P96KkmhJhLw,216,226,validate
playing field hockey,P9Aa2qbkuJE,82,92,validate
playing with trains,P9F_28oWoDQ,102,112,validate
slapping,P9i0ln4JrtM,13,23,validate
singing,P9ihgBhrcFc,177,187,validate
singing,P9jaEJ7V0hA,27,37,validate
dribbling basketball,P9lotgUhYQc,22,32,validate
falling off chair,P9me3HTD6k4,0,10,validate
cooking egg,P9tUfEgsRzw,160,170,validate
playing paintball,P9tym1uVylE,116,126,validate
trapezing,PAJ3uH0tVc4,25,35,validate
playing blackjack,PATWVwE923g,75,85,validate
playing with trains,PAVz-KSYBL4,33,43,validate
doing laundry,PAXwwHpFKnw,210,220,validate
playing rubiks cube,PAhW6LUbgr8,54,64,validate
curling hair,PAsA7sxYwB0,136,146,validate
skiing mono,PAzoqTYXoqg,1,11,validate
laying stone,PBNsOfgBmNc,65,75,validate
riding unicycle,PBQt5XDx4Vo,22,32,validate
threading needle,PBUj4DZj-kQ,13,23,validate
playing ice hockey,PBf__Wa6vO8,200,210,validate
using bagging machine,PBnMPnn5Mk8,20,30,validate
sled dog racing,PBnuCr-PW3c,27,37,validate
parasailing,PBpdsMRbxz0,33,43,validate
massaging legs,PBxD9dpZe8g,34,44,validate
answering questions,PC6CsbgMiqg,164,174,validate
sleeping,PCK7Ojozupc,89,99,validate
sword fighting,PCKD6J3760M,26,36,validate
repairing puncture,PCLfJRawTWY,119,129,validate
chewing gum,PCQVd8rmprg,20,30,validate
cooking scallops,PCRtW8fpJ-I,179,189,validate
breading or breadcrumbing,PCU7vusI5_w,136,146,validate
bending back,PCZp6p8PCBA,4,14,validate
surfing water,PCiILQfGnu8,36,46,validate
playing cello,PCicM6i59_I,118,128,validate
skydiving,PCmschRcWLQ,49,59,validate
tossing coin,PCnyy2EB0_Y,27,37,validate
making jewelry,PCuWSFfrUbI,272,282,validate
dunking basketball,PCuodUnswAc,10,20,validate
squat,PD0U0AEqTbE,20,30,validate
swimming backstroke,PD65T-mX7TY,39,49,validate
pushing wheelchair,PDGD9MCZKSY,6,16,validate
jumping jacks,PDIU0GWWsxU,0,10,validate
bull fighting,PDLAjZitcXQ,84,94,validate
shot put,PDO3WzvCHLM,13,23,validate
juggling soccer ball,PDR8Jyl41Us,274,284,validate
dancing ballet,PDRSEcoA9XU,32,42,validate
trimming trees,PDTacXB_3nw,89,99,validate
arguing,PDUxxdfOyL0,11,21,validate
playing field hockey,PDhjpyNdipk,9,19,validate
breaking boards,PDpKhhzwwdA,0,10,validate
jumping jacks,PEB4JZfaJuc,64,74,validate
acting in play,PEP-h_OgDXk,4,14,validate
playing flute,PEWUmwI64D0,57,67,validate
feeding fish,PEj8_PhkALw,2,12,validate
getting a piercing,PEqNZZqhFP4,2,12,validate
mushroom foraging,PF55W3yone0,65,75,validate
dribbling basketball,PFCYthrh-Ls,1,11,validate
waxing eyebrows,PFHNjNgCjWI,96,106,validate
longboarding,PFJL-jIwDj8,0,10,validate
playing netball,PFRh8Jv_tiw,45,55,validate
making the bed,PFZJfMiat5Y,184,194,validate
grooming horse,PFaksGqjiMY,97,107,validate
dyeing hair,PFcHbxmH_Uw,225,235,validate
playing trumpet,PFfDjQI4riY,11,21,validate
mopping floor,PFgO7mZ0AbY,6,16,validate
sanding floor,PFr87pXA4Yk,10,20,validate
arm wrestling,PG6zKsuEIIA,15,25,validate
stretching leg,PG8WH5aEw2I,1,11,validate
mountain climber (exercise),PGBAR1hQxG8,0,10,validate
eating burger,PGHm9F0UnXY,497,507,validate
tap dancing,PGPn8WhG3pM,20,30,validate
reading book,PGY9BhVLzK4,35,45,validate
recording music,PGYHYkEhft4,44,54,validate
snorkeling,PGYyept_GU0,0,10,validate
skydiving,PGdEweSbvJ8,5,15,validate
marriage proposal,PGqyXDpMpsk,95,105,validate
using circular saw,PH0Yj6f7SPg,6,16,validate
making balloon shapes,PH8HFHGj7lc,78,88,validate
playing monopoly,PH9hmdehdrc,4,14,validate
casting fishing line,PHEtwwww6dY,42,52,validate
shaping bread dough,PHEyn4-rJSA,11,21,validate
answering questions,PHQkMPu-KNo,22,32,validate
catching fish,PHSQokTCE7c,82,92,validate
playing cricket,PHVEVN15wck,107,117,validate
riding or walking with horse,PHZ8kly-D3A,208,218,validate
jetskiing,PI2Mlpb7-F0,111,121,validate
assembling computer,PI3Hy8LsWIo,12,22,validate
dyeing eyebrows,PI7IDZLwWsI,275,285,validate
waxing eyebrows,PI9R9xzBjCY,0,10,validate
hopscotch,PINMDi-Cu-Y,4,14,validate
karaoke,PJCoMft12hQ,88,98,validate
riding camel,PJYTfUJc0p8,15,25,validate
bottling,PJc9MyvuZZw,0,10,validate
laughing,PJfxjnh_ldo,70,80,validate
krumping,PJoGicT-iTE,42,52,validate
vacuuming floor,PJsB6w_YVCA,151,161,validate
blowing leaves,PKNBIy7FyP8,36,46,validate
carving ice,PKbLoWTiLvU,121,131,validate
yoga,PKf2A3ve3F0,0,10,validate
golf driving,PKf3bBkLR04,55,65,validate
playing maracas,PKlOs9LJCM8,4,14,validate
applauding,PKny3LkwR7c,8,18,validate
texting,PKtcZ4hr3rI,245,255,validate
capoeira,PL22nf_UK6A,90,100,validate
shuffling cards,PL5dtyM1KDY,78,88,validate
capoeira,PLLIbYuVLsU,30,40,validate
geocaching,PLPQbToF-_Q,25,35,validate
pumping fist,PLPT8wU7jTA,0,10,validate
wrestling,PLTEMu8XQIs,3,13,validate
bobsledding,PLXYGASB-JU,24,34,validate
springboard diving,PLXjMPoLeKc,1,11,validate
playing organ,PLdphyCuyTw,34,44,validate
throwing tantrum,PLjBsV7r3-w,43,53,validate
playing pan pipes,PLjs0EvHTs8,33,43,validate
slacklining,PLsmDAzO32M,19,29,validate
setting table,PLt8RlQYmyY,2,12,validate
waxing eyebrows,PLzR9BxeAoo,11,21,validate
sneezing,PM5EzYS5HJA,1,11,validate
tossing coin,PMX5td5osN4,17,27,validate
shuffling cards,PMiIDfpWiGM,44,54,validate
fixing bicycle,PMpVRRs6NzI,16,26,validate
gospel singing in church,PMtY0pCmRcw,194,204,validate
putting on eyeliner,PN1AVIVeCC8,0,10,validate
wrestling,PN7G-TMzUlc,10,20,validate
extinguishing fire,PNLBfIg7nWM,49,59,validate
exercising with an exercise ball,PNRF7kB3GAw,25,35,validate
eating spaghetti,PNa2_ye6KQo,23,33,validate
mowing lawn,PNilatJe7p8,2,12,validate
putting on eyeliner,PO4tDhBEjzk,118,128,validate
bowling,PO7vXwGJ-os,663,673,validate
playing hand clapping games,POG43uA5ED8,34,44,validate
using a wrench,POGqStjMI60,49,59,validate
battle rope training,POM6US533P0,17,27,validate
disc golfing,POa6ywcX50A,66,76,validate
playing drums,POapPfA6zds,51,61,validate
using inhaler,POfK4ZSqPSw,46,56,validate
pushing wheelchair,POfq1ydpWdE,2,12,validate
eating cake,POl8r_gVsN0,1,11,validate
beatboxing,POrg0Yfa3TE,23,33,validate
watching tv,POuIxjzD9CA,24,34,validate
contact juggling,PP1jCJvraTg,232,242,validate
backflip (human),PPBLYnq4s1w,5,15,validate
weaving basket,PPQZqXrxm8E,538,548,validate
folding napkins,PPX8o-CsYos,119,129,validate
building shed,PPXg-soRPmM,985,995,validate
crossing eyes,PPe0tFTMUHk,16,26,validate
gold panning,PPew4MnZ8rU,4,14,validate
calligraphy,PPhJFD31acs,161,171,validate
using a sledge hammer,PPhL2LLoDAY,5,15,validate
swing dancing,PPvE2xAmD98,63,73,validate
exercising with an exercise ball,PQ8H3m7jYzc,8,18,validate
climbing ladder,PQ94yoXfTxk,17,27,validate
chopping vegetables,PQMmWm1OipM,10,20,validate
using a paint roller,PQSZLVqO7rU,110,120,validate
making horseshoes,PQTXUFbkfeQ,62,72,validate
dining,PQYnj2BR17I,55,65,validate
stretching leg,PQmn9f6kjdw,2,12,validate
playing ukulele,PQuLB1czYRI,10,20,validate
using remote controller (not gaming),PRGOaQNUUkM,34,44,validate
unboxing,PRIP0HApW9M,61,71,validate
rolling pastry,PRj9vmbMZ10,36,46,validate
blowing leaves,PRyz9prCYXA,61,71,validate
jumping into pool,PS40LDXED38,0,10,validate
tasting food,PS47R8NYKNg,19,29,validate
cleaning windows,PSKvwLB3-WI,263,273,validate
playing cello,PSldRyhH7Q4,898,908,validate
swimming backstroke,PSoOEOVfXE0,24,34,validate
diving cliff,PSxpVPmgFs8,59,69,validate
putting on mascara,PSz68l1dnBQ,0,10,validate
scuba diving,PTShUWD1lD4,379,389,validate
playing lute,PTXOx0iOwzk,113,123,validate
shaving legs,PThrG53TNPE,109,119,validate
tie dying,PToe14J1ENg,200,210,validate
hugging baby,PU6-o4AbqbM,5,15,validate
milking cow,PULg0jApAys,12,22,validate
drumming fingers,PUOQlOkZVWg,3,13,validate
eating burger,PUhZ3nH7vE8,5,15,validate
doing jigsaw puzzle,PUjUMdh6CpA,73,83,validate
walking the dog,PUsfPD6SNE0,4,14,validate
exercising with an exercise ball,PV1gvY8lo9s,35,45,validate
celebrating,PVGg7j-f0Cs,62,72,validate
bowling,PVJ71MCXCFU,28,38,validate
waxing eyebrows,PVS_eBCObyA,19,29,validate
country line dancing,PWODc_Rb_CA,94,104,validate
scrapbooking,PWVjjNBHuiU,39,49,validate
doing nails,PWWB3RDEVHc,38,48,validate
ice skating,PWY5cYWkHMI,140,150,validate
planing wood,PWaPWX1dFzc,193,203,validate
flipping pancake,PWg2byjXJoQ,15,25,validate
carving ice,PWis6ggsFjg,15,25,validate
dumpster diving,PWjf2gQr7h4,0,10,validate
archaeological excavation,PXL5M4M_qKk,24,34,validate
playing drums,PXOluGNqZcc,120,130,validate
smoking pipe,PXPEvhCb7Ks,2,12,validate
dancing charleston,PX_9a0Sg6rg,138,148,validate
swimming breast stroke,PXg6UqAI7bo,9,19,validate
building sandcastle,PY-B552ZZpo,0,10,validate
eating burger,PYHfVv9ZX3s,3,13,validate
flying kite,PYO9aFElL9g,1,11,validate
brush painting,PYOBEMvyt7E,132,142,validate
falling off chair,PYZbDPuPEmg,0,10,validate
zumba,PY_aNRmCnzw,143,153,validate
shuffling cards,PYa_j9Um-hc,0,10,validate
making horseshoes,PYdkYflDs2Y,8,18,validate
roasting pig,PYrxJ3MIouQ,3,13,validate
tossing coin,PZBto7DNQvo,0,10,validate
skateboarding,PZJtZ2cQfoY,7,17,validate
using segway,PZuk6_qq3IM,196,206,validate
country line dancing,P_B96rVqXF0,110,120,validate
pole vault,P_L4Tuvc3l0,84,94,validate
flint knapping,Pa-Rj9rqSCo,1448,1458,validate
playing ocarina,PaALrSmqan0,24,34,validate
zumba,PaFpp-KZt3U,26,36,validate
archery,PaOX6MnrWPM,7,17,validate
golf chipping,PacxvfKVQ6k,121,131,validate
laying concrete,PadQ4pmWp00,0,10,validate
calligraphy,Pamj8E_pUBA,88,98,validate
sweeping floor,Pao46Zf359w,15,25,validate
adjusting glasses,Pb-uJ_wSK_0,37,47,validate
cutting orange,Pb-wIF7LAfo,9,19,validate
texting,Pb06tFxZalI,26,36,validate
smoking hookah,Pb3l_CF1ikc,12,22,validate
slapping,PbAstXAC1f0,41,51,validate
tap dancing,PbBIznOIWEk,18,28,validate
putting on lipstick,PbDS_xvBb-4,321,331,validate
carrying baby,PbLTZB7gye8,11,21,validate
playing badminton,PbMj9XjJeFI,74,84,validate
hopscotch,PbQhcxB1cY4,1,11,validate
using bagging machine,PbRAf_TnJfw,2,12,validate
playing chess,PbRbcN8AqG8,14,24,validate
making jewelry,PbY344mjg8w,192,202,validate
brushing teeth,PbYMRhwvMik,82,92,validate
playing volleyball,Pb_R7BUnOQ4,1,11,validate
playing tennis,PbaPKt859FA,5,15,validate
wading through water,PbcVtNhrq9M,93,103,validate
making balloon shapes,PbvYSdBNKKs,18,28,validate
making horseshoes,PbvdedgbAFQ,335,345,validate
jetskiing,PbxxwOPNTsg,8,18,validate
sewing,PbybvqXltkA,63,73,validate
sucking lolly,Pc5JJbvv08Y,47,57,validate
playing marbles,PcBK3MHqtWk,81,91,validate
playing bass guitar,PcKlzPvZKdE,562,572,validate
blowing glass,PcLej1voIMY,113,123,validate
rock climbing,PcNHCUQi1J0,33,43,validate
vacuuming floor,PcPKZT57Taw,0,10,validate
ironing hair,PcQ3hA5iOPM,73,83,validate
kitesurfing,PcUIcRAUoHg,0,10,validate
massaging feet,PcXRWmzyTM8,106,116,validate
paragliding,PcZuDZk65JM,101,111,validate
cleaning pool,Pd3E4OXHA8I,282,292,validate
climbing ladder,PeJZqRzYoq4,43,53,validate
snowboarding,PeNL2MUxLhk,72,82,validate
visiting the zoo,Pe_tt2zCzzE,224,234,validate
spray painting,PekdlvE-c0A,0,10,validate
bookbinding,PenwKrUxZto,167,177,validate
catching or throwing frisbee,PeoeMQSYG_s,0,10,validate
looking at phone,Pf3KSAY59qs,4,14,validate
skipping stone,Pf5OpsMsQ08,0,10,validate
waxing chest,PfDPK7sdpuo,260,270,validate
jaywalking,PfOnBayph2U,1,11,validate
celebrating,PfP2NE7glKg,79,89,validate
jumping into pool,PfWA4L1IBLI,2,12,validate
building cabinet,PfXQYsE8k9A,87,97,validate
making paper aeroplanes,PfrywVMBa9w,167,177,validate
washing hair,Pg0BgPB1SY4,262,272,validate
parkour,Pg4VtQT5dAk,4,14,validate
fencing (sport),PgC4BMKuNiM,56,66,validate
cooking egg,PgK43VgUB-w,6,16,validate
spinning poi,PgOzM6N9sag,45,55,validate
tapping guitar,PgPm6QSWK6I,7,17,validate
squat,PgPpwbIUrcw,69,79,validate
training dog,PgSbDq8t3D8,143,153,validate
hugging baby,PgnthioGfZ0,0,10,validate
petting animal (not cat),PgyV1sylw4o,7,17,validate
headbanging,Ph-Bj4OG0t4,2,12,validate
jogging,Ph1TS9_70EQ,11,21,validate
ripping paper,Ph6OuvXOqFI,166,176,validate
sanding floor,PhdqY9sa7q4,10,20,validate
eating burger,PheC_gLTe1k,119,129,validate
putting in contact lenses,PhpRnhgqU0U,228,238,validate
making cheese,Phqr0hO-62s,20,30,validate
making a cake,PhvtWQSYfW0,41,51,validate
riding snow blower,Pi4JfWslquo,60,70,validate
tango dancing,Pi9xrUH32QY,256,266,validate
massaging legs,PiHIxpJoEvY,640,650,validate
roasting marshmallows,PiKw8HNKqP0,255,265,validate
auctioning,PiYmbDvOJHQ,10,20,validate
stretching arm,PictzbnzSPA,1,11,validate
archaeological excavation,Pimq2Pv53Ok,41,51,validate
changing oil,PiqHH1y3wzw,341,351,validate
sucking lolly,PixKGhlKUrc,0,10,validate
catching or throwing frisbee,Piy5UsCuSVs,3,13,validate
playing laser tag,Piz5unic4oU,96,106,validate
cosplaying,Pj3pfJWCC6k,241,251,validate
throwing ball (not baseball or American football),Pj8051a9yj4,0,10,validate
skipping stone,Pj8FGtLa5_U,0,10,validate
scuba diving,PjJsbGKHPwY,107,117,validate
snatch weight lifting,PjJyTpUEoiQ,5,15,validate
wading through water,Pjftqdf9_zU,59,69,validate
threading needle,PjlFxPvDfpE,0,10,validate
laying bricks,PkAkR6NwIIU,103,113,validate
capoeira,PkDmOd1vbwE,1,11,validate
grooming dog,PkTRE0dMf04,174,184,validate
cleaning toilet,PkbeJLqNjOw,10,20,validate
crawling baby,PknhJplrnng,2,12,validate
flint knapping,Pl9Eb4gOr14,203,213,validate
marriage proposal,PlAQRJjxDVg,14,24,validate
curling (sport),PlDWcvqhVbk,27,37,validate
drawing,PlPO2g3ETms,61,71,validate
putting on eyeliner,PlbFVfaxgbw,42,52,validate
surfing crowd,PldHc-DP694,3,13,validate
opening door,PlgfxqGUz2o,4,14,validate
photobombing,PljYz9iAgcE,60,70,validate
spelunking,PlsHb_w0Hg8,166,176,validate
cheerleading,PlwluBqrEzA,195,205,validate
stretching arm,PmIOJen4EjY,3,13,validate
directing traffic,PmItSizrPzM,0,10,validate
scrubbing face,PmJW9OWTibQ,230,240,validate
washing hair,PmLHRVo4dP0,50,60,validate
shaving legs,PmOCR_IwCsY,4,14,validate
making tea,PmOwsWhzejs,1,11,validate
using a microscope,PmcZ04-sbH4,168,178,validate
massaging back,PmgfU9ocx5A,90,100,validate
mushroom foraging,PmsGetlOKzs,23,33,validate
dyeing hair,PmtNLoI4T1E,573,583,validate
riding snow blower,Pmuqkzms5WM,24,34,validate
dyeing eyebrows,Pn1BzP65NjY,47,57,validate
laying concrete,Pn2ykpP1MY0,9,19,validate
tying necktie,Pn3RFLCT49c,63,73,validate
throwing knife,PnFMr_CSTUA,0,10,validate
spinning poi,PnNDSAt3kz8,1,11,validate
licking,PnOhza8IqzY,1,11,validate
moving furniture,PnUE7lR1VVw,1,11,validate
snowboarding,PnZ6n2AWUjY,88,98,validate
skipping stone,PnbgJZA4MLA,18,28,validate
peeling potatoes,Pnmr-nq4F-Q,46,56,validate
dyeing eyebrows,PnxAKWBZLRo,13,23,validate
contact juggling,PoCrqk_dm74,101,111,validate
rolling pastry,PoMGI3Hr4vM,94,104,validate
making bubbles,PoOoK-O3p6M,3,13,validate
playing trombone,Podsj3pcB1o,81,91,validate
breathing fire,PpOJH-Iztvg,36,46,validate
catching or throwing frisbee,Pq3rYx-_11I,141,151,validate
sword fighting,PqRe2KalvkE,22,32,validate
mushroom foraging,PqY_qjVN2p0,85,95,validate
tying bow tie,PqaalF2KOTo,32,42,validate
popping balloons,PqjLdSSYucI,0,10,validate
flying kite,Pqti-H3n2Z8,21,31,validate
pushing wheelbarrow,Pr2p_mJL6NM,0,10,validate
luge,PrMiVBbEaZo,19,29,validate
playing blackjack,PrNTwMV-ZAk,471,481,validate
triple jump,PrRfO1aMTnA,0,10,validate
breakdancing,PrURyIzfyNs,153,163,validate
welding,PrYFawCStOQ,12,22,validate
home roasting coffee,PrYGfYN8QKs,0,10,validate
training dog,PreiCD2ZAfM,72,82,validate
skipping rope,Prf1lu4ITXw,2,12,validate
bending back,PrgMAD18usY,19,29,validate
biking through snow,PrmFkJWOJPY,376,386,validate
reading book,PsiGCxGW12A,86,96,validate
water skiing,PtWBSrLWdt0,44,54,validate
krumping,Pt_rvaCpbQk,0,10,validate
abseiling,Ptf_2VRj-V0,122,132,validate
folding paper,PtzkqG5fT8M,22,32,validate
cracking knuckles,Pu732OUAmZQ,41,51,validate
high jump,Pu7rddYCU6g,0,10,validate
eating watermelon,Pu9pT5_GkPg,2,12,validate
passing american football (not in game),Pv6kaTPQNsc,4,14,validate
sucking lolly,PvQPXBZdcHg,8,18,validate
shaping bread dough,PvdtUR-XTG0,23,33,validate
doing jigsaw puzzle,PvfwYxbFI6I,0,10,validate
making balloon shapes,PvuBRippA-w,310,320,validate
hula hooping,PwiHU4VByVw,79,89,validate
trimming shrubs,PwuXgHI3754,24,34,validate
smelling feet,Pwz0CDwGByY,11,21,validate
throwing knife,Px7SbIJtk80,0,10,validate
arranging flowers,PxKSE8BD1bA,99,109,validate
salsa dancing,PxhnV8pRzIU,20,30,validate
catching or throwing baseball,Pxj9gmt4PnM,0,10,validate
changing oil,PxpSsYOB4Yk,29,39,validate
surfing crowd,PxrZJ5LeXtE,177,187,validate
hurdling,Py1QIMNFc80,116,126,validate
